timestamp,open,high,low,volume,close,time
2025-06-20 04:50:00,2.7863,2.7866,2.772,213246.7,2.7748,1750395000000
2025-06-20 04:45:00,2.7865,2.7904,2.7861,50002.5,2.7863,1750394700000
2025-06-20 04:40:00,2.7916,2.7918,2.7848,96365.1,2.7865,1750394400000
2025-06-20 04:35:00,2.7922,2.7948,2.7874,53593.3,2.7915,1750394100000
2025-06-20 04:30:00,2.7922,2.7938,2.7883,61894.2,2.7922,1750393800000
2025-06-20 04:25:00,2.7937,2.794,2.7881,83915.6,2.7922,1750393500000
2025-06-20 04:20:00,2.8003,2.8001,2.7916,90049.4,2.7937,1750393200000
2025-06-20 04:15:00,2.803,2.807,2.8002,34710.8,2.8003,1750392900000
2025-06-20 04:10:00,2.8049,2.8061,2.8014,28074.2,2.803,1750392600000
2025-06-20 04:05:00,2.7997,2.8049,2.7992,24895.3,2.8049,1750392300000
2025-06-20 04:00:00,2.8022,2.8023,2.7984,52618.7,2.7997,1750392000000
2025-06-20 03:55:00,2.8096,2.8093,2.8016,34131.5,2.8022,1750391700000
2025-06-20 03:50:00,2.8092,2.8097,2.8054,35190.2,2.8096,1750391400000
2025-06-20 03:45:00,2.8084,2.8098,2.8048,37112.1,2.8092,1750391100000
2025-06-20 03:40:00,2.8086,2.812,2.8084,40767.4,2.8084,1750390800000
2025-06-20 03:35:00,2.8091,2.8128,2.808,50311.3,2.8086,1750390500000
2025-06-20 03:30:00,2.8152,2.8153,2.8064,35877.4,2.8091,1750390200000
2025-06-20 03:25:00,2.813,2.8152,2.8091,14718.7,2.8152,1750389900000
2025-06-20 03:20:00,2.8124,2.8143,2.8111,23451.3,2.813,1750389600000
2025-06-20 03:15:00,2.8079,2.8124,2.806,20150.9,2.8124,1750389300000
2025-06-20 03:10:00,2.8054,2.8083,2.8048,25880.7,2.8079,1750389000000
2025-06-20 03:05:00,2.8046,2.8061,2.802,58927.3,2.8054,1750388700000
2025-06-20 03:00:00,2.8072,2.8072,2.8029,89976.9,2.8046,1750388400000
2025-06-20 02:55:00,2.8043,2.8072,2.803,24833.2,2.8072,1750388100000
2025-06-20 02:50:00,2.805,2.807,2.8016,28632.3,2.8043,1750387800000
2025-06-20 02:45:00,2.8013,2.805,2.7998,29619.0,2.805,1750387500000
2025-06-20 02:40:00,2.8034,2.8045,2.8003,25949.0,2.8013,1750387200000
2025-06-20 02:35:00,2.8043,2.8047,2.7986,113954.4,2.8034,1750386900000
2025-06-20 02:30:00,2.81,2.81,2.799,157609.7,2.8043,1750386600000
2025-06-20 02:25:00,2.8184,2.8184,2.8099,227106.9,2.8103,1750386300000
2025-06-20 02:20:00,2.8202,2.8219,2.8184,24353.9,2.8184,1750386000000
2025-06-20 02:15:00,2.8187,2.8208,2.8182,13332.7,2.8202,1750385700000
2025-06-20 02:10:00,2.8211,2.8229,2.8178,14882.9,2.8187,1750385400000
2025-06-20 02:05:00,2.8224,2.8243,2.8199,59748.8,2.8211,1750385100000
2025-06-20 02:00:00,2.8256,2.8265,2.8217,30670.9,2.8224,1750384800000
2025-06-20 01:55:00,2.829,2.829,2.8235,27646.3,2.8256,1750384500000
2025-06-20 01:50:00,2.8296,2.8316,2.8268,65446.3,2.8289,1750384200000
2025-06-20 01:45:00,2.8224,2.8314,2.8207,24899.5,2.8296,1750383900000
2025-06-20 01:40:00,2.8226,2.8265,2.8224,31090.0,2.8224,1750383600000
2025-06-20 01:35:00,2.8184,2.8226,2.8147,44945.3,2.8226,1750383300000
2025-06-20 01:30:00,2.819,2.8209,2.8138,49048.4,2.8184,1750383000000
2025-06-20 01:25:00,2.8281,2.8285,2.8172,91561.0,2.819,1750382700000
2025-06-20 01:20:00,2.8331,2.8336,2.8276,31696.6,2.8281,1750382400000
2025-06-20 01:15:00,2.8336,2.8344,2.8312,29892.1,2.8331,1750382100000
2025-06-20 01:10:00,2.8321,2.8336,2.8274,36186.3,2.8336,1750381800000
2025-06-20 01:05:00,2.8354,2.8354,2.8287,29840.6,2.8321,1750381500000
2025-06-20 01:00:00,2.8415,2.8432,2.835,25352.0,2.8354,1750381200000
2025-06-20 00:55:00,2.8388,2.8439,2.8386,37329.8,2.8415,1750380900000
2025-06-20 00:50:00,2.8434,2.8434,2.8388,22559.1,2.8388,1750380600000
2025-06-20 00:45:00,2.8365,2.8454,2.8366,63916.3,2.8434,1750380300000
2025-06-20 00:40:00,2.8317,2.8375,2.8311,17496.4,2.8365,1750380000000
2025-06-20 00:35:00,2.8319,2.8372,2.8303,176935.8,2.8317,1750379700000
2025-06-20 00:30:00,2.8282,2.8329,2.8272,20527.2,2.8316,1750379400000
2025-06-20 00:25:00,2.8322,2.8323,2.826,27043.6,2.8283,1750379100000
2025-06-20 00:20:00,2.8368,2.8375,2.8319,26174.6,2.8322,1750378800000
2025-06-20 00:15:00,2.8371,2.8392,2.8325,18169.9,2.8368,1750378500000
2025-06-20 00:10:00,2.8392,2.8398,2.834,49171.2,2.8371,1750378200000
2025-06-20 00:05:00,2.8291,2.8392,2.8291,42946.6,2.8392,1750377900000
2025-06-20 00:00:00,2.8287,2.8345,2.8288,36206.8,2.8291,1750377600000
2025-06-19 23:55:00,2.8313,2.8313,2.8287,26086.9,2.8287,1750377300000
2025-06-19 23:50:00,2.8315,2.8332,2.8307,25761.1,2.8313,1750377000000
2025-06-19 23:45:00,2.8347,2.8353,2.83,16846.2,2.8315,1750376700000
2025-06-19 23:40:00,2.8333,2.8369,2.8333,23206.2,2.8348,1750376400000
2025-06-19 23:35:00,2.8324,2.8333,2.8289,11956.0,2.8333,1750376100000
2025-06-19 23:30:00,2.8296,2.8329,2.8283,17730.4,2.8323,1750375800000
2025-06-19 23:25:00,2.8339,2.8342,2.8284,26503.6,2.8296,1750375500000
2025-06-19 23:20:00,2.8402,2.8411,2.8306,37170.9,2.8339,1750375200000
2025-06-19 23:15:00,2.8413,2.8457,2.8401,155916.2,2.8402,1750374900000
2025-06-19 23:10:00,2.8401,2.8438,2.8384,32483.4,2.8414,1750374600000
2025-06-19 23:05:00,2.838,2.8422,2.8376,18258.3,2.8401,1750374300000
2025-06-19 23:00:00,2.8452,2.8453,2.8364,29942.1,2.838,1750374000000
2025-06-19 22:55:00,2.8471,2.8494,2.8429,32129.5,2.8452,1750373700000
2025-06-19 22:50:00,2.8547,2.8557,2.8459,37122.2,2.8471,1750373400000
2025-06-19 22:45:00,2.8522,2.8578,2.8504,42377.4,2.8547,1750373100000
2025-06-19 22:40:00,2.851,2.8578,2.8499,93188.6,2.852,1750372800000
2025-06-19 22:35:00,2.845,2.8541,2.8451,87834.6,2.851,1750372500000
2025-06-19 22:30:00,2.8395,2.8471,2.8393,28694.1,2.845,1750372200000
2025-06-19 22:25:00,2.8368,2.8407,2.8368,33239.0,2.8394,1750371900000
2025-06-19 22:20:00,2.8391,2.8415,2.8348,48435.8,2.8369,1750371600000
2025-06-19 22:15:00,2.8346,2.8405,2.8347,19165.4,2.8391,1750371300000
2025-06-19 22:10:00,2.837,2.84,2.8323,79763.6,2.8346,1750371000000
